 "Trigger_Waveform" , "Rise_Time" , "Dwell_Time" , "Fall_Time" , "Echo_Time" , "Final_Rise_Time" , "Max_Voltage_Amplitude" , "Min_Voltage_Amplitude" , "Period" , "Idle_Voltage" , "Amplitude" , "Waveform_Type" , "nozzle" , "Nozzle_Temp" , "Droplet_Ejected" , "Droplet_Visible" , "Droplet_Tail" , "Droplet_Satellites" , "Droplet_T1" , "Droplet_T2" , "Droplet_Diameter" , "Droplet_Velocity" , "Droplet_Distance_Traveled" , "Ink" ,
 "TR-52" ,  ,  ,  ,  ,  , "30" , "-30" , "125" , "0" , "30" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "113.24" ,  ,  , "50 Glycerol" ,
 "TR-61" ,  ,  ,  ,  ,  , "30" , "-30" , "75" , "0" , "30" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "133.19" ,  ,  , "50 Glycerol" ,
 "TR-70" ,  ,  ,  ,  ,  , "30" , "-30" , "200" , "0" , "30" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "144.17" ,  ,  , "50 Glycerol" ,
 "TR-71" ,  ,  ,  ,  ,  , "40" , "-40" , "200" , "0" , "40" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "131.61" ,  ,  , "50 Glycerol" ,
 "TR-53" ,  ,  ,  ,  ,  , "40" , "-40" , "125" , "0" , "40" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "133.0" ,  ,  , "50 Glycerol" ,
 "TR-72" ,  ,  ,  ,  ,  , "50" , "-50" , "200" , "0" , "50" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "132.0" ,  ,  , "50 Glycerol" ,
 "TR-73" ,  ,  ,  ,  ,  , "60" , "-60" , "200" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "149.84" ,  ,  , "50 Glycerol" ,
 "TR-74" ,  ,  ,  ,  ,  , "70" , "-70" , "200" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "132.0" ,  ,  , "50 Glycerol" ,
 "TR-75" ,  ,  ,  ,  ,  , "80" , "-80" , "200" , "0" , "80" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "153.81" ,  ,  , "50 Glycerol" ,
 "TR-25" , "2" , "10" , "4" , "10" , "2" , "10" , "-10" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-26" , "2" , "10" , "4" , "10" , "2" , "20" , "-20" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-8" , "2" , "20" , "4" , "20" , "2" , "10" , "-10" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-9" , "2" , "40" , "4" , "40" , "2" , "10" , "-10" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-17" , "2" , "80" , "4" , "80" , "2" , "10" , "-10" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-18" , "2" , "80" , "4" , "80" , "2" , "20" , "-20" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-27" , "2" , "10" , "4" , "10" , "2" , "40" , "-40" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "112.78" ,  ,  , "50 Glycerol" ,
 "TR-10" , "2" , "40" , "4" , "40" , "2" , "20" , "-20" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "81.18" ,  ,  , "50 Glycerol" ,
 "TR-19" , "2" , "80" , "4" , "80" , "2" , "40" , "-40" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "85.955" ,  ,  , "50 Glycerol" ,
 "TR-7" , "2" , "20" , "4" , "20" , "2" , "20" , "-20" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "86.824" ,  ,  , "50 Glycerol" ,
 "TR-95" , "2" , "10" , "2" ,  ,  , "10" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-96" , "2" , "10" , "2" ,  ,  , "20" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-97" , "2" , "10" , "2" ,  ,  , "30" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-77" , "2" , "20" , "2" ,  ,  , "10" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-78" , "2" , "20" , "2" ,  ,  , "20" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-86" , "2" , "40" , "2" ,  ,  , "10" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-87" , "2" , "40" , "2" ,  ,  , "20" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-88" , "2" , "40" , "2" ,  ,  , "30" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-90" , "2" , "40" , "2" ,  ,  , "50" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "115.75" ,  ,  , "50 Glycerol" ,
 "TR-89" , "2" , "40" , "2" ,  ,  , "40" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "130.82" ,  ,  , "50 Glycerol" ,
 "TR-79" , "2" , "20" , "2" ,  ,  , "30" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "132.6" ,  ,  , "50 Glycerol" ,
 "TR-80" , "2" , "20" , "2" ,  ,  , "40" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "135.57" ,  ,  , "50 Glycerol" ,
 "TR-99" , "2" , "10" , "2" ,  ,  , "50" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "93.94" ,  ,  , "50 Glycerol" ,
 "TR-98" , "2" , "10" , "2" ,  ,  , "40" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "94.35" ,  ,  , "50 Glycerol" ,
 "TR-114" , "2" , "10" , "4" , "10" , "2" , "20" , "-10" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-109" , "2" , "40" , "4" , "40" , "2" , "20" , "-10" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "50 Glycerol" ,
 "TR-115" , "2" , "10" , "4" , "10" , "2" , "40" , "-20" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "94.35" ,  ,  , "50 Glycerol" ,
 "TR-104" , "2" , "20" , "4" , "20" , "2" , "20" , "-10" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "95.14" ,  ,  , "50 Glycerol" ,
 "TR-33" ,  ,  ,  ,  ,  , "10" , "-10" , "100" , "0" , "10" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-50" ,  ,  ,  ,  ,  , "10" , "-10" , "125" , "0" , "10" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-68" ,  ,  ,  ,  ,  , "10" , "-10" , "200" , "0" , "10" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-41" ,  ,  ,  ,  ,  , "10" , "-10" , "50" , "0" , "10" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-59" ,  ,  ,  ,  ,  , "10" , "-10" , "75" , "0" , "10" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-34" ,  ,  ,  ,  ,  , "20" , "-20" , "100" , "0" , "20" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-51" ,  ,  ,  ,  ,  , "20" , "-20" , "125" , "0" , "20" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-69" ,  ,  ,  ,  ,  , "20" , "-20" , "200" , "0" , "20" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-42" ,  ,  ,  ,  ,  , "20" , "-20" , "50" , "0" , "20" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-60" ,  ,  ,  ,  ,  , "20" , "-20" , "75" , "0" , "20" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-52" ,  ,  ,  ,  ,  , "30" , "-30" , "125" , "0" , "30" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-70" ,  ,  ,  ,  ,  , "30" , "-30" , "200" , "0" , "30" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-43" ,  ,  ,  ,  ,  , "30" , "-30" , "50" , "0" , "30" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-61" ,  ,  ,  ,  ,  , "30" , "-30" , "75" , "0" , "30" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-35" ,  ,  ,  ,  ,  , "40" , "-40" , "100" , "0" , "40" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-71" ,  ,  ,  ,  ,  , "40" , "-40" , "200" , "0" , "40" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-44" ,  ,  ,  ,  ,  , "40" , "-40" , "50" , "0" , "40" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-62" ,  ,  ,  ,  ,  , "40" , "-40" , "75" , "0" , "40" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-53" ,  ,  ,  ,  ,  , "40" , "-40" , "125" , "0" , "40" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "114.66" ,  ,  , "80 Glycerol" ,
 "TR-36" ,  ,  ,  ,  ,  , "50" , "-50" , "100" , "0" , "50" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-72" ,  ,  ,  ,  ,  , "50" , "-50" , "200" , "0" , "50" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-45" ,  ,  ,  ,  ,  , "50" , "-50" , "50" , "0" , "50" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-63" ,  ,  ,  ,  ,  , "50" , "-50" , "75" , "0" , "50" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "114.97" ,  ,  , "80 Glycerol" ,
 "TR-54" ,  ,  ,  ,  ,  , "50" , "-50" , "125" , "0" , "50" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "97.07" ,  ,  , "80 Glycerol" ,
 "TR-73" ,  ,  ,  ,  ,  , "60" , "-60" , "200" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-37" ,  ,  ,  ,  ,  , "60" , "-60" , "100" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "114.86" ,  ,  , "80 Glycerol" ,
 "TR-55" ,  ,  ,  ,  ,  , "60" , "-60" , "125" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "97.07" ,  ,  , "80 Glycerol" ,
 "TR-46" ,  ,  ,  ,  ,  , "60" , "-60" , "50" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "97.07" ,  ,  , "80 Glycerol" ,
 "TR-56" ,  ,  ,  ,  ,  , "70" , "-70" , "125" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "131.85" ,  ,  , "80 Glycerol" ,
 "TR-38" ,  ,  ,  ,  ,  , "70" , "-70" , "100" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "135.89" ,  ,  , "80 Glycerol" ,
 "TR-74" ,  ,  ,  ,  ,  , "70" , "-70" , "200" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "92.22" ,  ,  , "80 Glycerol" ,
 "TR-47" ,  ,  ,  ,  ,  , "70" , "-70" , "50" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "96.26" ,  ,  , "80 Glycerol" ,
 "TR-48" ,  ,  ,  ,  ,  , "80" , "-80" , "50" , "0" , "80" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "115.67" ,  ,  , "80 Glycerol" ,
 "TR-39" ,  ,  ,  ,  ,  , "80" , "-80" , "100" , "0" , "80" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "117.29" ,  ,  , "80 Glycerol" ,
 "TR-57" ,  ,  ,  ,  ,  , "80" , "-80" , "125" , "0" , "80" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "132.66" ,  ,  , "80 Glycerol" ,
 "TR-75" ,  ,  ,  ,  ,  , "80" , "-80" , "200" , "0" , "80" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "94.61" ,  ,  , "80 Glycerol" ,
 "TR-40" ,  ,  ,  ,  ,  , "90" , "-90" , "100" , "0" , "90" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "116.48" ,  ,  , "80 Glycerol" ,
 "TR-58" ,  ,  ,  ,  ,  , "90" , "-90" , "125" , "0" , "90" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "134.13" ,  ,  , "80 Glycerol" ,
 "TR-76" ,  ,  ,  ,  ,  , "90" , "-90" , "200" , "0" , "90" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "93.42" ,  ,  , "80 Glycerol" ,
 "TR-49" ,  ,  ,  ,  ,  , "90" , "-90" , "50" , "0" , "90" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "true" , "false" , "false" ,  ,  , "97.07" ,  ,  , "80 Glycerol" ,
 "TR-25" , "2" , "10" , "4" , "10" , "2" , "10" , "-10" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-26" , "2" , "10" , "4" , "10" , "2" , "20" , "-20" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-27" , "2" , "10" , "4" , "10" , "2" , "40" , "-40" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-28" , "2" , "10" , "4" , "10" , "2" , "50" , "-50" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-29" , "2" , "10" , "4" , "10" , "2" , "60" , "-60" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-30" , "2" , "10" , "4" , "10" , "2" , "70" , "-70" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-31" , "2" , "10" , "4" , "10" , "2" , "80" , "-80" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
 "TR-32" , "2" , "10" , "4" , "10" , "2" , "90" , "-90" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "false" , "false" , "false" , "false" ,  ,  ,  ,  ,  , "80 Glycerol" ,
